"full_name","class","e","a","i","om","w","ma","per","moid","moid_ld","pha","H","diameter","albedo","rot_per","epoch"
"       (2022 AB1)",APO,0.3532,1.519,5.88,106.07,348.61,29.86,684,0.00352,1.37,N,28.47,,,,2461000.5
"       (2022 AC1)",APO,0.5452,1.759,8.16,250.28,307.78,208.40,852,0.0341,13.3,Y,20.97,,,,2461000.5
"       (2022 AD1)",ATE,0.3366,0.8334,5.16,107.58,208.50,157.96,278,0.0203,7.91,N,25.70,,,,2461000.5
"       (2022 AE1)",APO,0.5459,1.47,6.30,102.18,268.38,93.34,651,0.000354,0.138,N,23.48,,,,2461000.5
"       (2022 AF1)",APO,0.6011,2.202,6.70,103.03,49.67,349.67,1.19e+03,0.0101,3.93,N,24.74,,,,2459587.5
"       (2022 AG1)",ATE,0.1518,0.9547,23.33,106.04,151.03,274.10,341,0.0894,34.8,N,25.14,,,,2461000.5
"       (2022 AH1)",APO,0.7198,2.75,5.07,76.85,318.40,317.95,1.67e+03,0.0286,11.1,Y,21.51,,,,2461000.5
"       (2022 AJ1)",APO,0.5202,1.874,8.14,102.49,316.65,14.48,937,0.00398,1.55,N,27.86,,,,2459587.5
"       (2022 AK1)",APO,0.6865,1.654,4.28,330.08,23.53,24.31,777,0.0617,24,N,22.38,,,,2459587.5
"       (2022 AL1)",APO,0.5915,2.485,8.65,289.99,180.39,359.81,1.43e+03,0.0316,12.3,N,26.28,,,,2459587.5
"       (2022 AM1)",APO,0.6001,2.31,1.10,76.89,344.95,9.96,1.28e+03,0.00588,2.29,N,26.95,,,,2459587.5
"       (2022 AO1)",APO,0.5870,1.945,1.39,105.63,297.56,169.19,991,0.0011,0.429,N,29.60,,,,2461000.5
"       (2022 AP1)",ATE,0.4483,0.7331,2.90,102.98,204.46,191.05,229,0.000898,0.35,N,28.39,,,,2461000.5
"       (2022 AQ1)",APO,0.2567,1.125,15.25,284.61,272.89,298.78,436,0.0142,5.51,N,25.83,,,,2459586.5
"       (2022 AR1)",APO,0.6306,1.613,0.55,206.41,161.73,27.68,748,0.0089,3.46,N,24.86,,,,2459586.5
"       (2022 AT1)",APO,0.5578,1.983,8.73,284.15,132.59,151.88,1.02e+03,0.00368,1.43,N,26.22,,,,2461000.5
"       (2022 AU1)",APO,0.9273,2.559,26.20,92.87,182.76,348.03,1.5e+03,0.306,119,N,19.98,,,,2459592.5
"       (2022 AY1)",APO,0.2388,1.194,25.52,107.26,117.70,266.27,476,0.00456,1.78,Y,22.01,,,,2461000.5
"       (2022 AZ1)",AMO,0.4846,1.975,8.77,290.27,201.27,353.45,1.01e+03,0.0481,18.7,N,24.27,,,,2459587.5
"       (2022 AA2)",APO,0.2750,1.32,8.83,292.64,213.15,177.00,554,0.00641,2.49,N,26.30,,,,2461000.5
"       (2022 AB2)",APO,0.1246,1.089,9.98,287.90,99.50,212.90,415,0.055,21.4,N,24.86,,,,2461000.5
"       (2022 AC2)",APO,0.5638,2.153,63.14,111.04,80.92,56.62,1.15e+03,0.308,120,N,20.22,,,,2461000.5
"       (2022 AD2)",AMO,0.3783,1.688,44.00,102.69,352.40,3.74,801,0.0685,26.6,N,22.54,,,,2459588.5
"       (2022 AE2)",APO,0.2795,1.235,8.87,287.96,234.98,262.15,501,0.0016,0.623,N,25.87,,,,2461000.5
"       (2022 AF2)",AMO,0.0343,1.064,21.77,101.05,339.80,19.83,401,0.046,17.9,N,24.67,,,,2459586.5
"       (2022 AG2)",APO,0.6075,2.46,4.56,107.88,23.91,355.80,1.41e+03,0.00688,2.68,N,27.39,,,,2461000.5
"       (2022 AH2)",AMO,0.1776,1.308,18.12,287.49,233.36,171.73,547,0.149,58.1,N,24.60,,,,2461000.5
"       (2022 AJ2)",APO,0.5268,1.89,13.33,106.91,284.47,22.62,949,0.104,40.3,N,23.54,,,,2459586.5
"       (2022 AK2)",ATE,0.4508,0.7919,8.25,101.88,212.67,291.09,257,0.0108,4.2,N,26.20,,,,2461000.5
"       (2022 AL2)",AMO,0.2628,1.643,33.07,290.45,103.79,346.34,769,0.408,159,N,21.34,,,,2461000.5
"       (2022 AM2)",APO,0.5064,2.011,12.33,101.78,324.70,12.77,1.04e+03,0.056,21.8,N,25.23,,,,2459586.5
"       (2022 AN2)",APO,0.6265,2.389,12.61,92.66,328.03,29.65,1.35e+03,0.0249,9.71,Y,21.62,,,,2461000.5
"       (2022 AO2)",ATE,0.0389,0.983,32.50,107.54,227.02,132.07,356,0.0248,9.66,N,24.19,,,,2459586.5
"       (2022 AP2)",AMO,0.5728,2.609,0.81,189.84,223.54,16.42,1.54e+03,0.125,48.8,N,22.30,,,,2459590.5
"       (2022 AQ2)",APO,0.1493,1.141,3.12,105.90,45.92,30.07,445,0.0142,5.52,N,26.29,,,,2461000.5
"       (2022 AR2)",APO,0.3349,1.484,19.03,286.85,178.89,50.80,661,0.00372,1.45,N,27.66,,,,2461000.5
"       (2022 AS2)",APO,0.2155,1.267,0.98,104.15,0.18,258.63,521,0.0103,3.99,N,28.95,,,,2461000.5
"       (2022 AT2)",APO,0.3365,1.453,6.15,113.61,22.68,61.14,639,0.000697,0.271,N,26.95,,,,2461000.5
"       (2022 AU2)",AMO,0.5530,2.426,6.26,115.37,32.46,359.65,1.38e+03,0.111,43.2,N,22.57,,,,2461000.5
"       (2022 AV2)",APO,0.2705,1.274,19.29,287.39,120.17,37.34,525,0.0477,18.6,N,24.81,,,,2459587.5
"       (2022 AW2)",AMO,0.4350,1.807,7.72,105.74,339.20,8.52,887,0.0489,19,N,25.19,,,,2459586.5
"       (2022 AY2)",APO,0.6144,2.412,10.94,42.06,332.24,25.97,1.37e+03,0.0131,5.1,Y,19.81,,,,2461000.5
"       (2022 AZ2)",APO,0.6107,2.484,6.69,105.56,336.19,0.68,1.43e+03,0.00956,3.72,N,27.75,,,,2461000.5
"       (2022 AA3)",APO,0.6896,2.367,8.01,94.05,126.23,2.74,1.33e+03,0.0415,16.2,Y,20.57,,,,2461000.5
"       (2022 AH3)",APO,0.4872,1.262,0.88,31.14,175.14,319.13,518,0.015,5.85,N,24.31,,,,2459586.5
"       (2022 AJ3)",APO,0.3850,1.243,2.50,203.12,173.70,337.51,506,0.0408,15.9,N,23.60,,,,2461000.5
"       (2022 AK3)",AMO,0.5450,2.529,2.69,292.72,202.74,340.64,1.47e+03,0.165,64.3,N,23.92,,,,2461000.5
"       (2022 AL3)",APO,0.5841,1.06,16.82,286.33,333.93,102.06,399,0.155,60.2,N,21.96,,,,2461000.5
"       (2022 AM3)",APO,0.1878,1.032,6.68,111.56,259.43,321.65,383,0.0245,9.53,N,26.57,,,,2461000.5
"       (2022 AO3)",AMO,0.0773,1.301,27.23,105.68,218.73,336.06,542,0.201,78.1,N,21.40,,,,2461000.5
"       (2022 AP3)",AMO,0.2043,1.337,2.46,287.97,214.56,158.36,564,0.08,31.1,N,25.50,,,,2461000.5
"       (2022 AQ3)",APO,0.2610,1.292,6.37,111.06,309.60,30.47,536,0.0279,10.9,N,26.50,,,,2459590.5
"       (2022 AR3)",APO,0.6301,2.38,1.89,129.14,280.69,12.15,1.34e+03,0.019,7.39,N,25.37,,,,2459587.5
"       (2022 AS3)",APO,0.3150,1.458,2.66,119.90,9.75,60.21,643,0.015,5.84,N,25.87,,,,2461000.5
"       (2022 AT3)",AMO,0.1637,1.259,7.75,300.17,174.57,261.71,516,0.0693,27,N,25.21,,,,2461000.5
"       (2022 AU3)",AMO,0.5012,2.39,8.60,134.10,358.03,10.41,1.35e+03,0.206,80.3,N,21.36,,,,2461000.5
"       (2022 AV3)",APO,0.4081,1.321,2.71,259.41,287.51,158.90,555,0.00484,1.88,N,25.43,,,,2461000.5
"       (2022 AX3)",AMO,0.5853,3.072,22.59,123.04,62.87,246.34,1.97e+03,0.425,165,N,19.14,,,,2461000.5
"       (2022 AY3)",APO,0.6763,2.956,24.65,295.21,218.00,353.82,1.86e+03,0.0526,20.5,N,24.27,,,,2459589.5
"       (2022 AZ3)",APO,0.7667,2.05,7.79,238.76,339.69,86.67,1.07e+03,0.115,44.6,N,20.60,,,,2461000.5
"       (2022 AA4)",APO,0.1653,1.145,2.46,113.59,40.50,23.11,447,0.00218,0.847,N,27.86,,,,2461000.5
"       (2022 AB4)",APO,0.3499,1.246,3.99,112.39,69.89,241.18,508,0.00166,0.645,N,26.79,,,,2461000.5
"       (2022 AC4)",APO,0.3321,1.364,5.83,110.25,45.65,129.33,582,0.000741,0.288,N,29.08,,,,2461000.5
"       (2022 AD4)",ATE,0.1439,0.8837,9.09,109.58,152.39,90.15,303,0.00723,2.81,N,27.56,,,,2461000.5
"       (2022 AE4)",APO,0.4632,1.124,33.89,115.57,115.79,21.78,435,0.0863,33.6,N,23.51,,,,2461000.5
"       (2022 AS4)",APO,0.5363,1.965,7.94,281.78,136.02,13.89,1.01e+03,0.0125,4.87,N,26.41,,,,2459586.5
"       (2022 AT4)",AMO,0.3700,1.941,7.13,92.89,28.90,149.45,988,0.246,95.8,N,23.85,,,,2461000.5
"       (2022 AU4)",AMO,0.1721,1.34,31.03,115.02,332.36,17.50,566,0.143,55.7,N,24.20,,,,2459589.5
"       (2022 AV4)",APO,0.2277,1.312,4.28,113.75,25.04,187.28,549,0.0361,14,N,25.80,,,,2461000.5
"       (2022 AW4)",AMO,0.1790,1.393,4.66,296.48,210.13,103.84,601,0.161,62.7,N,23.86,,,,2461000.5
"       (2022 AX4)",APO,0.2055,1.096,5.16,292.78,262.18,71.17,419,0.015,5.84,N,26.11,,,,2461000.5
"       (2022 AY4)",APO,0.6958,2.469,1.33,107.55,292.94,9.46,1.42e+03,0.000805,0.313,N,29.70,,,,2461000.5
"       (2022 AZ4)",APO,0.3833,1.377,13.18,122.67,269.27,183.21,591,0.0785,30.6,N,23.09,,,,2461000.5
"       (2022 AA5)",APO,0.4233,1.624,0.56,180.28,357.10,286.93,756,0.00576,2.24,N,23.60,,,,2461000.5
"       (2022 AB5)",AMO,0.4590,2.154,7.36,116.99,355.04,81.60,1.15e+03,0.182,70.8,N,23.16,,,,2461000.5
"       (2022 AE5)",APO,0.5153,2.051,7.78,113.37,347.09,116.06,1.07e+03,0.0169,6.57,N,25.30,,,,2461000.5
"       (2022 AF5)",APO,0.2802,1.08,5.42,100.40,101.87,97.30,410,0.0219,8.52,N,26.66,,,,2461000.5
"       (2022 AJ5)",AMO,0.4889,2.327,0.95,234.70,230.32,37.67,1.3e+03,0.206,80.3,N,20.79,,,,2461000.5
"       (2022 AK5)",APO,0.5144,2.017,6.29,292.64,126.30,142.55,1.05e+03,0.0593,23.1,N,24.15,,,,2461000.5
"       (2022 AL5)",AMO,0.2419,1.371,7.35,115.27,2.21,354.34,586,0.0559,21.8,N,26.63,,,,2459589.5
"       (2022 AM5)",ATE,0.4669,0.8163,12.41,118.65,188.83,212.50,269,0.107,41.7,N,23.36,,,,2461000.5
"       (2022 AN5)",APO,0.1982,1.125,3.44,134.14,48.62,31.50,436,0.0114,4.42,N,26.08,,,,2461000.5
"       (2022 AO5)",AMO,0.4638,1.992,4.51,327.10,158.00,358.74,1.03e+03,0.0877,34.1,N,25.41,,,,2459600.5
"       (2022 AP5)",APO,0.4509,1.834,8.86,298.00,153.36,206.43,907,0.0452,17.6,N,25.07,,,,2461000.5
"       (2022 AQ5)",AMO,0.3755,1.658,8.88,295.37,164.91,294.63,780,0.0578,22.5,N,24.97,,,,2461000.5
"       (2022 AR5)",APO,0.5361,2.02,11.15,107.06,325.08,10.03,1.05e+03,0.0114,4.46,N,26.81,,,,2459589.5
"       (2022 AS5)",APO,0.3301,1.44,9.48,294.26,212.81,66.51,631,0.0156,6.06,N,26.49,,,,2461000.5
"       (2022 AT5)",ATE,0.2624,0.8323,15.22,290.78,328.28,260.09,277,0.0114,4.42,N,27.70,,,,2461000.5
"       (2022 AU5)",APO,0.3512,1.545,6.09,297.70,185.34,355.71,702,0.0195,7.6,N,26.20,,,,2459592.5
"       (2022 AV5)",APO,0.3928,1.147,31.29,293.11,276.34,307.14,449,0.0239,9.31,N,24.44,,,,2459591.5
"       (2022 AW5)",AMO,0.3247,1.774,36.67,121.38,274.91,272.69,863,0.477,186,N,21.44,,,,2461000.5
"       (2022 AX5)",AMO,0.4919,2.105,28.72,316.96,83.20,128.20,1.12e+03,0.345,134,N,20.47,,,,2461000.5
"       (2022 AY5)",APO,0.4278,1.576,0.84,288.49,137.35,1.15,723,0.000225,0.0875,N,29.20,,,,2461000.5
"       (2022 AZ5)",AMO,0.3719,1.875,5.40,19.79,88.04,182.27,937,0.219,85.1,N,22.89,,,,2461000.5
"       (2022 AA6)",APO,0.2749,1.388,4.64,298.97,190.79,352.00,597,0.024,9.34,N,27.16,,,,2459594.5
"       (2022 AB6)",APO,0.3860,1.171,3.89,23.84,334.93,73.10,463,0.0591,23,N,22.92,,,,2459600.5
"       (2022 AD6)",APO,0.7420,2.304,5.60,173.45,209.43,56.07,1.28e+03,0.0848,33,N,20.96,,,,2461000.5
"       (2022 AE6)",APO,0.6334,2.582,5.04,127.43,19.77,352.94,1.52e+03,0.00782,3.04,N,25.64,,,,2459590.5
"       (2022 AF6)",AMO,0.5056,2.148,8.65,280.57,169.00,89.52,1.15e+03,0.081,31.5,N,23.73,,,,2461000.5
"       (2022 AG6)",APO,0.2927,1.418,1.21,327.16,160.56,92.79,617,0.0188,7.33,N,26.36,,,,2461000.5
"       (2022 AO6)",APO,0.3469,1.502,9.13,292.79,168.73,38.50,673,0.00218,0.85,N,25.26,,,0.03749,2461000.5
"       (2022 AS6)",AMO,0.1343,1.266,13.53,297.36,156.82,268.07,520,0.12,46.9,N,24.84,,,,2461000.5
"       (2022 AT6)",APO,0.4250,1.625,45.11,295.20,123.58,22.51,756,0.0871,33.9,N,23.23,,,,2459595.5
"       (2022 AV6)",AMO,0.4649,2.396,7.35,55.72,35.41,22.52,1.35e+03,0.308,120,N,21.77,,,,2461000.5
"       (2022 AW6)",APO,0.6550,2.197,8.84,342.78,219.08,342.92,1.19e+03,0.0639,24.9,N,22.81,,,,2459594.5
"       (2022 AX6)",APO,0.6315,2.345,7.05,106.67,316.08,9.91,1.31e+03,0.00531,2.07,N,26.80,,,,2459593.5
"       (2022 AY6)",APO,0.7435,2.101,0.81,108.96,101.84,344.16,1.11e+03,0.00207,0.806,N,26.30,,,,2459593.5
"       (2022 AB7)",APO,0.1420,1.124,6.48,321.42,92.80,131.45,435,0.0611,23.8,N,24.85,,,,2461000.5
"       (2022 AC7)",APO,0.1817,1.139,4.16,289.47,229.82,29.32,444,0.00084,0.327,N,30.14,,,,2461000.5
"       (2022 AK7)",AMO,0.5185,2.64,26.13,243.83,296.87,297.39,1.57e+03,0.423,165,N,20.13,,,,2461000.5
"       (2022 AP7)",APO,0.7152,2.923,13.84,192.34,113.59,262.76,1.83e+03,0.0465,18.1,Y,17.33,,,,2461000.5
"       (2022 AZ7)",APO,0.6628,2.549,13.16,185.23,78.64,324.32,1.49e+03,0.0972,37.8,N,17.77,,,,2461000.5
"       (2022 AB9)",AMO,0.4448,2.327,5.13,153.16,282.79,51.89,1.3e+03,0.322,125,N,20.39,,,,2461000.5
"       (2022 AV13)",APO,0.3168,1.323,0.05,150.58,265.57,221.99,556,0.000413,0.161,N,31.82,,,,2461000.5
"       (2022 AY54)",APO,0.2951,1.201,29.77,286.98,247.59,320.43,481,0.00168,0.653,N,30.26,,,,2459586.5
"       (2022 AV58)",AMO,0.3675,2.004,7.76,127.10,50.07,97.50,1.04e+03,0.294,114,N,21.13,,,,2461000.5
"       (2022 BA)",ATE,0.4022,0.8079,28.45,111.19,223.41,206.05,265,0.0212,8.26,Y,21.37,,,,2461000.5
"       (2022 BB)",APO,0.4290,1.708,4.69,305.77,198.97,249.07,815,0.00399,1.55,N,27.15,,,,2461000.5
"       (2022 BC)",APO,0.5137,2.088,7.45,111.92,351.74,5.08,1.1e+03,0.034,13.3,N,25.38,,,,2459602.5
"       (2022 BD)",AMO,0.3262,1.529,12.39,116.33,10.88,356.04,691,0.0503,19.6,N,25.61,,,,2459599.5
"       (2022 BE)",APO,0.2938,1.299,8.71,120.29,311.99,238.87,540,0.00455,1.77,N,28.13,,,,2461000.5
"       (2022 BF)",APO,0.5055,1.679,3.03,308.11,235.93,253.33,795,0.0018,0.7,N,27.12,,,,2461000.5
"       (2022 BH)",APO,0.3132,1.331,1.99,108.98,322.55,203.23,561,0.00465,1.81,N,26.04,,,,2461000.5
"       (2022 BJ)",APO,0.8005,2.396,6.81,102.37,278.80,24.52,1.36e+03,0.00485,1.89,Y,21.48,,,,2461000.5
"       (2022 BK)",AMO,0.5807,2.465,10.71,302.05,189.76,353.67,1.41e+03,0.0522,20.3,N,22.70,,,,2461000.5
"       (2022 BL)",APO,0.6529,2.904,17.43,101.43,72.54,267.26,1.81e+03,0.21,81.8,N,21.84,,,,2461000.5
"       (2022 BM)",APO,0.6461,2.347,18.58,28.30,350.03,53.05,1.31e+03,0.15,58.4,N,20.20,,,,2461000.5
"       (2022 BN)",APO,0.5967,1.895,3.19,303.43,113.56,183.93,953,0.000127,0.0493,N,28.47,,,,2461000.5
"       (2022 BQ)",ATE,0.2150,0.9413,13.03,303.92,57.44,167.59,334,0.0225,8.77,N,25.93,,,,2461000.5
"       (2022 BR)",AMO,0.4320,1.828,3.00,317.79,168.94,195.89,902,0.0533,20.8,N,25.92,,,,2461000.5
"       (2022 BS)",APO,0.3551,1.575,36.78,305.97,214.92,344.18,722,0.0786,30.6,N,23.93,,,,2459606.5
"       (2022 BT)",APO,0.1832,1.18,3.93,303.72,149.19,15.82,468,0.000247,0.0963,N,29.82,,,0.0366,2461000.5
"       (2022 BU)",APO,0.5765,2.376,0.74,118.80,358.79,17.19,1.34e+03,0.0219,8.52,N,27.06,,,,2461000.5
"       (2022 BV)",AMO,0.3898,1.752,22.79,302.38,145.07,15.81,847,0.131,51,N,23.64,,,,2459604.5
"       (2022 BW)",AMO,0.4730,1.954,6.25,296.61,227.42,131.59,998,0.0791,30.8,N,23.94,,,,2461000.5
"       (2022 BX)",AMO,0.3431,1.669,9.97,111.34,9.46,278.87,787,0.114,44.4,N,24.06,,,,2461000.5
"       (2022 BY)",AMO,0.2536,1.368,7.02,313.68,186.45,131.52,584,0.0353,13.8,N,26.29,,,,2461000.5
"       (2022 BZ)",APO,0.4858,1.88,5.20,91.00,89.97,337.40,941,0.0785,30.6,N,24.14,,,,2459600.5
"       (2022 BA1)",APO,0.4983,1.097,27.85,123.63,126.62,49.56,420,0.112,43.5,N,22.58,,,,2461000.5
"       (2022 BB1)",APO,0.4694,1.293,18.57,125.59,91.31,321.14,537,0.0105,4.08,N,25.11,,,,2459606.5
"       (2022 BC1)",AMO,0.3367,1.549,7.47,292.56,163.36,6.72,704,0.05,19.4,N,23.64,,,,2461000.5
"       (2022 BD1)",APO,0.7704,1.701,0.29,138.08,101.36,340.08,810,0.000931,0.362,N,29.32,,,,2459606.5
"       (2022 BE1)",ATE,0.1141,0.9301,4.44,302.79,44.28,222.44,328,0.01,3.9,N,28.36,,,,2461000.5
"       (2022 BF1)",APO,0.3914,1.154,10.31,130.70,96.91,334.11,453,0.0155,6.03,N,25.26,,,,2461000.5
"       (2022 BG1)",AMO,0.3203,1.555,11.45,305.49,185.35,356.74,709,0.0733,28.5,N,25.64,,,,2459605.5
"       (2022 BH1)",APO,0.8659,2.331,8.61,316.09,46.73,46.46,1.3e+03,0.0385,15,Y,20.91,,,,2461000.5
"       (2022 BJ1)",APO,0.6043,1.758,6.72,142.54,64.45,336.25,851,0.0249,9.7,N,22.55,,,,2459608.5
"       (2022 BK1)",AMO,0.4901,2.053,7.17,138.25,315.25,118.69,1.07e+03,0.0981,38.2,N,23.38,,,,2461000.5
"       (2022 BL1)",APO,0.2775,1.176,5.76,296.43,101.81,56.96,466,0.0163,6.34,N,25.89,,,,2459605.5
"       (2022 BM1)",APO,0.5638,1.717,1.99,149.83,257.87,23.20,822,0.0026,1.01,N,26.56,,,,2459605.5
"       (2022 BN1)",APO,0.1012,1.026,10.00,303.75,85.61,329.85,379,0.00846,3.29,N,26.63,,,,2461000.5
"       (2022 BO1)",APO,0.6125,2.179,1.29,313.12,120.56,78.43,1.17e+03,0.00315,1.23,N,27.48,,,,2461000.5
"       (2022 BP1)",APO,0.5901,2.35,4.49,125.64,27.77,354.35,1.32e+03,0.00902,3.51,N,28.15,,,,2459606.5
"       (2022 BQ1)",AMO,0.5324,2.292,3.73,133.03,357.51,34.59,1.27e+03,0.0861,33.5,N,24.36,,,,2461000.5
"       (2022 BR1)",APO,0.6634,2.741,1.56,3.00,83.81,7.99,1.66e+03,0.0206,8.02,N,25.23,,,,2459613.5
"       (2022 BT1)",APO,0.5235,1.792,7.23,116.23,93.39,182.24,876,0.0592,23,N,22.78,,,,2461000.5
"       (2022 BU1)",AMO,0.4001,1.75,24.95,322.95,137.17,246.25,846,0.135,52.5,N,21.44,,,,2461000.5
"       (2022 BV1)",AMO,0.2019,1.294,12.32,306.56,215.41,189.37,538,0.0731,28.4,N,24.16,,,,2461000.5
"       (2022 BW1)",APO,0.3263,1.102,11.69,128.28,255.07,69.15,423,0.0449,17.5,N,25.41,,,,2459611.5
"       (2022 BX1)",APO,0.4252,1.512,2.95,289.67,300.65,331.74,679,0.000105,0.0409,Y,21.65,,,2.549,2461000.5
"       (2022 BY1)",APO,0.8318,2.391,21.77,307.46,288.27,348.57,1.35e+03,0.0039,1.52,N,27.84,,,,2459607.5
"       (2022 BZ1)",AMO,0.3436,1.552,14.61,127.16,336.45,10.92,706,0.0528,20.6,N,25.98,,,,2459606.5
"       (2022 BB2)",ATE,0.5667,0.7324,8.01,127.85,204.54,142.09,229,0.0106,4.11,N,26.54,,,,2461000.5
"       (2022 BC2)",APO,0.3149,1.337,6.68,132.36,91.50,116.00,565,0.0614,23.9,N,22.70,,,,2461000.5
"       (2022 BF2)",APO,0.6448,2.017,7.92,132.15,268.13,142.19,1.05e+03,0.03,11.7,N,23.02,,,,2461000.5
"       (2022 BG2)",APO,0.5663,1.874,5.41,318.48,104.56,18.38,937,0.026,10.1,N,24.99,,,,2459607.5
"       (2022 BH2)",APO,0.6245,1.524,4.32,130.60,100.03,340.21,687,0.0061,2.38,N,25.28,,,,2461000.5
"       (2022 BJ2)",APO,0.5753,2.365,7.24,146.61,20.99,8.89,1.33e+03,0.0292,11.4,N,24.58,,,,2461000.5
"       (2022 BK2)",AMO,0.2767,1.542,12.54,129.73,18.74,346.75,700,0.137,53.2,N,24.14,,,,2461000.5
"       (2022 BL2)",ATE,0.0889,0.9256,8.04,307.95,339.28,306.22,325,0.0155,6.02,N,28.11,,,,2461000.5
"       (2022 BM2)",APO,0.7063,2.512,0.88,346.14,71.74,12.32,1.45e+03,0.000628,0.244,N,24.89,,,,2459613.5
"       (2022 BN2)",APO,0.2746,1.069,5.91,308.45,269.65,103.55,404,0.000325,0.126,N,29.76,,,,2461000.5
"       (2022 BO2)",AMO,0.2533,1.364,24.97,306.56,162.30,10.64,582,0.0436,17,N,25.95,,,,2459607.5
"       (2022 BP2)",APO,0.6492,2.127,0.92,292.94,124.89,96.44,1.13e+03,0.00334,1.3,N,27.05,,,,2461000.5
"       (2022 BQ2)",APO,0.4358,1.753,9.64,314.65,149.98,240.58,847,0.0347,13.5,N,25.10,,,,2461000.5
"       (2022 BR2)",AMO,0.1176,1.228,8.38,293.92,241.82,251.75,497,0.136,52.8,N,24.38,,,,2461000.5
"       (2022 BS2)",APO,0.0830,1.026,14.11,313.81,294.47,128.55,380,0.0283,11,N,25.35,,,,2461000.5
"       (2022 BT2)",APO,0.2284,1.292,16.07,127.20,44.45,331.87,537,0.0609,23.7,N,26.20,,,,2459606.5
"       (2022 BU2)",APO,0.5024,1.778,35.94,138.92,101.89,179.40,866,0.148,57.7,N,20.32,,,,2461000.5
"       (2022 BW2)",AMO,0.3366,1.547,5.78,127.07,357.27,0.79,703,0.0418,16.3,N,27.81,,,,2459605.5
"       (2022 BA3)",AMO,0.4747,2.105,5.39,291.27,257.37,71.00,1.12e+03,0.143,55.8,N,22.14,,,,2461000.5
"       (2022 BB3)",APO,0.3163,1.044,11.04,101.49,163.44,101.85,390,0.168,65.4,N,22.93,,,,2461000.5
"       (2022 BC3)",AMO,0.3941,1.938,3.94,180.02,251.37,178.77,985,0.201,78,N,21.07,,,,2461000.5
"       (2022 BE3)",APO,0.7739,2.793,2.87,325.12,71.82,10.97,1.71e+03,0.00918,3.57,N,25.09,,,,2459605.5
"       (2022 BF3)",AMO,0.5997,2.856,1.23,196.20,269.79,5.11,1.76e+03,0.162,62.9,N,23.87,,,,2459612.5
"       (2022 BG3)",AMO,0.4268,1.812,5.52,127.50,24.15,351.87,891,0.0606,23.6,N,26.41,,,,2459609.5
"       (2022 BH3)",APO,0.5891,2.109,4.12,308.22,132.29,98.94,1.12e+03,0.000234,0.0913,N,26.33,,,,2461000.5
"       (2022 BJ3)",APO,0.6632,2.771,28.82,87.34,352.07,312.32,1.68e+03,0.0468,18.2,Y,19.70,,,,2461000.5
"       (2022 BK3)",APO,0.5995,1.956,6.00,305.78,103.64,20.07,999,0.0235,9.14,N,26.04,,,,2459606.5
"       (2022 BL3)",AMO,0.2513,1.433,2.64,29.26,124.56,65.56,627,0.09,35,N,25.67,,,,2461000.5
"       (2022 BM3)",APO,0.2615,1.152,4.55,304.68,108.82,77.29,452,0.00169,0.658,N,29.51,,,,2461000.5
"       (2022 BN3)",APO,0.5334,1.936,29.50,128.10,318.46,161.21,984,0.00397,1.55,N,25.22,,,,2461000.5
"       (2022 BO3)",APO,0.5617,1.903,25.61,300.99,125.54,17.71,959,0.00162,0.629,N,22.87,,,,2459614.5
"       (2022 BP3)",APO,0.0854,1.087,23.98,129.82,331.71,154.01,414,0.0183,7.13,N,25.62,,,,2461000.5
"       (2022 BQ3)",AMO,0.6000,2.836,15.06,33.33,174.78,270.32,1.74e+03,0.129,50.1,N,19.67,,,,2461000.5
"       (2022 BR3)",APO,0.6402,2.81,6.09,283.88,183.47,294.07,1.72e+03,0.0278,10.8,N,23.41,,,,2461000.5
"       (2022 BS3)",APO,0.5997,2.517,4.06,146.01,3.94,339.31,1.46e+03,0.0188,7.32,N,25.59,,,,2461000.5
"       (2022 BT3)",APO,0.5542,1.695,4.98,137.50,275.48,22.79,806,0.0217,8.44,N,26.06,,,,2459608.5
"       (2022 BU3)",AMO,0.5381,2.243,4.94,125.05,337.47,6.52,1.23e+03,0.0599,23.3,N,25.84,,,,2459608.5
"       (2022 BV3)",ATE,0.2872,0.8974,14.01,305.87,320.04,53.60,310,0.0472,18.4,N,22.96,,,,2461000.5
"       (2022 BW3)",AMO,0.0318,1.102,9.81,119.46,70.51,50.11,423,0.0932,36.3,N,24.39,,,,2461000.5
"       (2022 BX3)",AMO,0.5618,2.435,13.56,319.80,187.90,357.23,1.39e+03,0.0816,31.8,N,24.66,,,,2461000.5
"       (2022 BG4)",AMO,0.8879,9.989,4.72,77.70,298.11,44.81,1.15e+04,0.143,55.6,N,18.61,,,,2461000.5
"       (2022 BH4)",AMO,0.3358,1.679,26.55,310.12,105.02,306.33,795,0.315,123,N,22.12,,,,2461000.5
"       (2022 BJ4)",APO,0.6495,1.973,2.79,124.75,90.31,109.07,1.01e+03,0.00889,3.46,Y,21.67,,,,2461000.5
"       (2022 BK4)",AMO,0.0791,1.196,14.29,128.05,348.20,340.99,478,0.118,45.8,N,24.98,,,,2461000.5
"       (2022 BL4)",AMO,0.2185,1.562,25.35,132.10,347.82,350.87,713,0.239,93.1,N,23.43,,,,2461000.5
"       (2022 BM4)",APO,0.7450,1.627,48.48,324.94,41.26,344.37,758,0.308,120,N,20.65,,,,2461000.5
